,Block Name,Point ID,CoordinateX,CoordinateY,CoordinateZ,Magnitude_Velocity_Dataset_V_MAG_N_1_1_0,Magnitude_Vorticity_Dataset_VORTICITY_MAG_N_1_1_0,Points_0,Points_1,Points_2,Points_Magnitude,Result_0,Result_1,Result_2,Result_Magnitude,X_Component_Velocity_Dataset_V_X_N_1_1_0,Y_Component_Velocity_Dataset_V_Y_N_1_1_0,Z_Component_Velocity_Dataset_V_Z_N_1_1_0,Vortex
1116,x_plane_Step_1_Incr_0,648,3.14159,1.59573,0.897598,0.864152,0.91783,3.14159,1.59573,0.897598,3.63616,-4.18356e-09,0.758361,0.413293,0.863668,-4.18356e-09,0.758361,0.413293,0.0
1117,x_plane_Step_1_Incr_0,649,3.14159,1.69546,0.997331,0.816069,0.942024,3.14159,1.69546,0.997331,3.7066,5.01169e-08,0.726462,0.369647,0.815098,5.01169e-08,0.726462,0.369647,0.0
1118,x_plane_Step_1_Incr_0,650,3.14159,1.7952,1.09706,0.714577,0.762647,3.14159,1.7952,1.09706,3.78099,1.04549e-07,0.663809,0.249225,0.709052,1.04549e-07,0.663809,0.249225,0.0
1119,x_plane_Step_1_Incr_0,651,3.14159,1.89493,1.1968,0.593753,0.454762,3.14159,1.89493,1.1968,3.8591,1.02449e-07,0.577879,0.0615858,0.581152,1.02449e-07,0.577879,0.0615858,0.0
1120,x_plane_Step_1_Incr_0,652,3.14159,1.99466,1.29653,0.394711,2.51145,3.14159,1.99466,1.29653,3.94072,1.09662e-07,0.362556,-0.0969824,0.375304,1.09662e-07,0.362556,-0.0969824,0.0
1121,x_plane_Step_1_Incr_0,653,3.14159,2.0944,1.39626,0.24378,2.74533,3.14159,2.0944,1.39626,4.02562,9.40024e-08,-0.0865926,-0.136868,0.16196,9.40024e-08,-0.0865926,-0.136868,0.0
1122,x_plane_Step_1_Incr_0,654,3.14159,2.19413,1.496,0.437692,0.556381,3.14159,2.19413,1.496,4.11361,9.30878e-08,-0.332639,-0.264615,0.425052,9.30878e-08,-0.332639,-0.264615,0.0
1123,x_plane_Step_1_Incr_0,655,3.14159,2.29386,1.59573,0.606813,0.721439,3.14159,2.29386,1.59573,4.20449,9.46748e-08,-0.396485,-0.446188,0.596896,9.46748e-08,-0.396485,-0.446188,0.0
1124,x_plane_Step_1_Incr_0,656,3.14159,2.39359,1.59573,0.638345,0.795358,3.14159,2.39359,1.59573,4.25972,9.90625e-08,-0.398653,-0.4863,0.628818,9.90625e-08,-0.398653,-0.4863,1.0
1130,x_plane_Step_1_Incr_0,657,3.14159,2.49333,1.496,0.553036,0.529685,3.14159,2.49333,1.496,4.28069,9.37177e-08,-0.392529,-0.372323,0.541021,9.37177e-08,-0.392529,-0.372323,1.0
1136,x_plane_Step_1_Incr_0,658,3.14159,2.59306,1.39626,0.408247,2.08702,3.14159,2.59306,1.39626,4.30617,7.988e-08,-0.318031,-0.238037,0.397247,7.988e-08,-0.318031,-0.238037,1.0
1142,x_plane_Step_1_Incr_0,659,3.14159,2.69279,1.29653,0.195631,4.43595,3.14159,2.69279,1.29653,4.3361,7.26944e-08,-0.0507609,-0.0356288,0.0620168,7.26944e-08,-0.0507609,-0.0356288,1.0
1148,x_plane_Step_1_Incr_0,660,3.14159,2.79253,1.1968,0.339679,4.09144,3.14159,2.79253,1.1968,4.37037,7.6516e-08,0.255109,0.198199,0.323054,7.6516e-08,0.255109,0.198199,1.0
1154,x_plane_Step_1_Incr_0,661,3.14159,2.89226,1.09706,0.536841,2.40844,3.14159,2.89226,1.09706,4.40889,6.56359e-08,0.367267,0.376378,0.525876,6.56359e-08,0.367267,0.376378,1.0
1160,x_plane_Step_1_Incr_0,662,3.14159,2.99199,0.997331,0.554263,1.46028,3.14159,2.99199,0.997331,4.45155,6.01924e-08,0.272596,0.466583,0.540378,6.01924e-08,0.272596,0.466583,1.0
1166,x_plane_Step_1_Incr_0,663,3.14159,3.09173,0.897598,0.522004,0.624267,3.14159,3.09173,0.897598,4.49823,7.41968e-08,0.0910758,0.500282,0.508504,7.41968e-08,0.0910758,0.500282,0.0
1167,x_plane_Step_1_Incr_0,664,3.14159,3.19146,0.897598,0.522004,0.624269,3.14159,3.19146,0.897598,4.56735,7.99015e-08,-0.0910778,0.500281,0.508504,7.99015e-08,-0.0910778,0.500281,0.0
1168,x_plane_Step_1_Incr_0,665,3.14159,0.797865,0.0,0.562721,0.365839,3.14159,0.797865,0.0,3.24133,-1.93995e-07,0.55961,0.0195502,0.559952,-1.93995e-07,0.55961,0.0195502,0.0
1169,x_plane_Step_1_Incr_0,666,3.14159,0.897598,0.0997331,0.598587,0.404642,3.14159,0.897598,0.0997331,3.26883,-1.04265e-07,0.594297,0.0410262,0.595712,-1.04265e-07,0.594297,0.0410262,0.0
1170,x_plane_Step_1_Incr_0,667,3.14159,0.997331,0.199466,0.636571,0.450662,3.14159,0.997331,0.199466,3.30213,-7.83265e-08,0.627968,0.0855573,0.63377,-7.83265e-08,0.627968,0.0855573,0.0
1171,x_plane_Step_1_Incr_0,668,3.14159,1.09706,0.299199,0.677859,0.503755,3.14159,1.09706,0.299199,3.34106,-5.08093e-08,0.661416,0.134973,0.675047,-5.08093e-08,0.661416,0.134973,0.0
1172,x_plane_Step_1_Incr_0,669,3.14159,1.1968,0.398932,0.722975,0.55523,3.14159,1.1968,0.398932,3.38542,-1.90574e-08,0.694815,0.189483,0.720189,-1.90574e-08,0.694815,0.189483,0.0
1173,x_plane_Step_1_Incr_0,670,3.14159,1.29653,0.498666,0.770546,0.620025,3.14159,1.29653,0.498666,3.43501,-1.3437e-08,0.726651,0.248096,0.767837,-1.3437e-08,0.726651,0.248096,0.0
1174,x_plane_Step_1_Incr_0,671,3.14159,1.39626,0.598399,0.816342,0.68886,3.14159,1.39626,0.598399,3.48959,-2.13429e-08,0.753778,0.307141,0.813952,-2.13429e-08,0.753778,0.307141,0.0
1175,x_plane_Step_1_Incr_0,672,3.14159,1.496,0.698132,0.854133,0.762854,3.14159,1.496,0.698132,3.54894,-3.79301e-08,0.773552,0.358181,0.852453,-3.79301e-08,0.773552,0.358181,0.0
1176,x_plane_Step_1_Incr_0,673,3.14159,1.59573,0.797865,0.871962,0.852513,3.14159,1.59573,0.797865,3.61283,-2.91463e-08,0.778145,0.391366,0.871021,-2.91463e-08,0.778145,0.391366,0.0
1177,x_plane_Step_1_Incr_0,674,3.14159,1.69546,0.897598,0.855862,0.910469,3.14159,1.69546,0.897598,3.68102,9.67026e-09,0.763759,0.385463,0.855518,9.67026e-09,0.763759,0.385463,0.0
1178,x_plane_Step_1_Incr_0,675,3.14159,1.7952,0.997331,0.792496,0.877195,3.14159,1.7952,0.997331,3.75327,7.41112e-08,0.72301,0.319907,0.790622,7.41112e-08,0.72301,0.319907,0.0
1179,x_plane_Step_1_Incr_0,676,3.14159,1.89493,1.09706,0.68642,0.614862,3.14159,1.89493,1.09706,3.82935,1.00655e-07,0.655281,0.177408,0.678872,1.00655e-07,0.655281,0.177408,0.0
1180,x_plane_Step_1_Incr_0,677,3.14159,1.99466,1.1968,0.572936,0.739377,3.14159,1.99466,1.1968,3.90904,9.64796e-08,0.559602,-0.0129642,0.559753,9.64796e-08,0.559602,-0.0129642,0.0
1181,x_plane_Step_1_Incr_0,678,3.14159,2.0944,1.29653,0.327887,3.25135,3.14159,2.0944,1.29653,3.99213,9.71583e-08,0.260666,-0.126454,0.289719,9.71583e-08,0.260666,-0.126454,0.0
1182,x_plane_Step_1_Incr_0,679,3.14159,2.19413,1.39626,0.275527,2.1375,3.14159,2.19413,1.39626,4.0784,8.38051e-08,-0.172119,-0.173955,0.244714,8.38051e-08,-0.172119,-0.173955,0.0
1183,x_plane_Step_1_Incr_0,680,3.14159,2.29386,1.496,0.486329,0.484711,3.14159,2.29386,1.496,4.16766,9.30304e-08,-0.353861,-0.316376,0.47467,9.30304e-08,-0.353861,-0.316376,0.0
1184,x_plane_Step_1_Incr_0,681,3.14159,2.39359,1.496,0.525832,0.492564,3.14159,2.39359,1.496,4.22338,9.3973e-08,-0.373061,-0.354169,0.514403,9.3973e-08,-0.373061,-0.354169,1.0
1190,x_plane_Step_1_Incr_0,682,3.14159,2.49333,1.39626,0.406423,1.65109,3.14159,2.49333,1.39626,4.24686,8.29131e-08,-0.300855,-0.256884,0.395605,8.29131e-08,-0.300855,-0.256884,1.0
1196,x_plane_Step_1_Incr_0,683,3.14159,2.59306,1.29653,0.222638,3.982,3.14159,2.59306,1.29653,4.27488,6.74033e-08,-0.0615777,-0.122684,0.13727,6.74033e-08,-0.0615777,-0.122684,1.0
1202,x_plane_Step_1_Incr_0,684,3.14159,2.69279,1.1968,0.28724,4.23167,3.14159,2.69279,1.1968,4.30733,6.5424e-08,0.263677,0.0585155,0.270092,6.5424e-08,0.263677,0.0585155,1.0
1208,x_plane_Step_1_Incr_0,685,3.14159,2.79253,1.09706,0.519953,2.71193,3.14159,2.79253,1.09706,4.34412,6.39744e-08,0.450724,0.238614,0.509989,6.39744e-08,0.450724,0.238614,1.0
1214,x_plane_Step_1_Incr_0,686,3.14159,2.89226,0.997331,0.549034,1.2444,3.14159,2.89226,0.997331,4.38514,6.54297e-08,0.416513,0.343266,0.539735,6.54297e-08,0.416513,0.343266,1.0
1220,x_plane_Step_1_Incr_0,687,3.14159,2.99199,0.897598,0.487588,1.00111,3.14159,2.99199,0.897598,4.43027,5.34747e-08,0.26297,0.392692,0.47261,5.34747e-08,0.26297,0.392692,0.0
1221,x_plane_Step_1_Incr_0,688,3.14159,3.09173,0.797865,0.441717,0.566876,3.14159,3.09173,0.797865,4.47939,7.69119e-08,0.0868462,0.417463,0.426401,7.69119e-08,0.0868462,0.417463,0.0
1222,x_plane_Step_1_Incr_0,689,3.14159,3.19146,0.797865,0.441717,0.566876,3.14159,3.19146,0.797865,4.5488,8.20351e-08,-0.0868481,0.417463,0.426401,8.20351e-08,-0.0868481,0.417463,0.0
1223,x_plane_Step_1_Incr_0,690,3.14159,0.897598,0.0,0.596741,0.399463,3.14159,0.897598,0.0,3.26731,-1.99677e-07,0.593903,0.0200468,0.594241,-1.99677e-07,0.593903,0.0200468,0.0
1224,x_plane_Step_1_Incr_0,691,3.14159,0.997331,0.0997331,0.630473,0.436985,3.14159,0.997331,0.0997331,3.29761,-1.04079e-07,0.626338,0.0424194,0.627773,-1.04079e-07,0.626338,0.0424194,0.0
1225,x_plane_Step_1_Incr_0,692,3.14159,1.09706,0.199466,0.666895,0.483338,3.14159,1.09706,0.199466,3.33361,-6.34591e-08,0.658277,0.0887096,0.664228,-6.34591e-08,0.658277,0.0887096,0.0
1226,x_plane_Step_1_Incr_0,693,3.14159,1.1968,0.299199,0.707124,0.531474,3.14159,1.1968,0.299199,3.37512,-2.88629e-08,0.690406,0.13995,0.704448,-2.88629e-08,0.690406,0.13995,0.0
1227,x_plane_Step_1_Incr_0,694,3.14159,1.29653,0.398932,0.750641,0.586375,3.14159,1.29653,0.398932,3.42195,-2.56189e-09,0.722021,0.195544,0.748032,-2.56189e-09,0.722021,0.195544,0.0
1228,x_plane_Step_1_Incr_0,695,3.14159,1.39626,0.498666,0.795262,0.642886,3.14159,1.39626,0.498666,3.47388,-6.72186e-09,0.751189,0.253598,0.792841,-6.72186e-09,0.751189,0.253598,0.0
1229,x_plane_Step_1_Incr_0,696,3.14159,1.496,0.598399,0.83643,0.71113,3.14159,1.496,0.598399,3.53068,-2.63182e-08,0.774725,0.30985,0.834389,-2.63182e-08,0.774725,0.30985,0.0
1230,x_plane_Step_1_Incr_0,697,3.14159,1.59573,0.698132,0.86634,0.786981,3.14159,1.59573,0.698132,3.59212,-4.08683e-08,0.789066,0.354544,0.865059,-4.08683e-08,0.789066,0.354544,0.0
1231,x_plane_Step_1_Incr_0,698,3.14159,1.69546,0.797865,0.872874,0.849155,3.14159,1.69546,0.797865,3.65798,-1.95761e-08,0.787413,0.375444,0.87234,-1.95761e-08,0.787413,0.375444,0.0
1232,x_plane_Step_1_Incr_0,699,3.14159,1.7952,0.897598,0.842895,0.882922,3.14159,1.7952,0.897598,3.728,3.02497e-08,0.76511,0.352541,0.842424,3.02497e-08,0.76511,0.352541,0.0
1233,x_plane_Step_1_Incr_0,700,3.14159,1.89493,0.997331,0.767279,0.782619,3.14159,1.89493,0.997331,3.80198,8.85414e-08,0.716887,0.264544,0.76414,8.85414e-08,0.716887,0.264544,0.0
1234,x_plane_Step_1_Incr_0,701,3.14159,1.99466,1.09706,0.666031,0.461397,3.14159,1.99466,1.09706,3.87967,9.53087e-08,0.648352,0.107029,0.657127,9.53087e-08,0.648352,0.107029,0.0
1235,x_plane_Step_1_Incr_0,702,3.14159,2.0944,1.1968,0.544644,1.41894,3.14159,2.0944,1.1968,3.96086,9.1402e-08,0.527025,-0.0715128,0.531855,9.1402e-08,0.527025,-0.0715128,0.0
1236,x_plane_Step_1_Incr_0,703,3.14159,2.19413,1.29653,0.286346,3.56572,3.14159,2.19413,1.29653,4.04534,8.20136e-08,0.154214,-0.143607,0.210725,8.20136e-08,0.154214,-0.143607,0.0
1237,x_plane_Step_1_Incr_0,704,3.14159,2.29386,1.39626,0.329762,1.69377,3.14159,2.29386,1.39626,4.13291,8.13144e-08,-0.230777,-0.213218,0.314197,8.13144e-08,-0.230777,-0.213218,0.0
1238,x_plane_Step_1_Incr_0,705,3.14159,2.39359,1.39626,0.377476,1.52788,3.14159,2.39359,1.39626,4.18909,8.33145e-08,-0.27153,-0.244819,0.365602,8.33145e-08,-0.27153,-0.244819,1.0
1244,x_plane_Step_1_Incr_0,706,3.14159,2.49333,1.29653,0.247966,3.6143,3.14159,2.49333,1.29653,4.21513,7.16837e-08,-0.0465158,-0.162815,0.16933,7.16837e-08,-0.0465158,-0.162815,1.0
1250,x_plane_Step_1_Incr_0,707,3.14159,2.59306,1.1968,0.300683,4.16526,3.14159,2.59306,1.1968,4.24569,6.38547e-08,0.278474,-0.0371316,0.280939,6.38547e-08,0.278474,-0.0371316,1.0
1256,x_plane_Step_1_Incr_0,708,3.14159,2.69279,1.09706,0.523154,2.80354,3.14159,2.69279,1.09706,4.28069,6.34768e-08,0.503786,0.112029,0.516092,6.34768e-08,0.503786,0.112029,1.0
1262,x_plane_Step_1_Incr_0,709,3.14159,2.79253,0.997331,0.587835,1.20027,3.14159,2.79253,0.997331,4.32001,6.36335e-08,0.527586,0.242992,0.580855,6.36335e-08,0.527586,0.242992,1.0
1268,x_plane_Step_1_Incr_0,710,3.14159,2.89226,0.897598,0.513188,0.555981,3.14159,2.89226,0.897598,4.36354,6.43409e-08,0.407428,0.29928,0.505535,6.43409e-08,0.407428,0.29928,0.0
1269,x_plane_Step_1_Incr_0,711,3.14159,2.99199,0.797865,0.42557,0.792948,3.14159,2.99199,0.797865,4.41115,5.35033e-08,0.248762,0.327045,0.410903,5.35033e-08,0.248762,0.327045,0.0
1270,x_plane_Step_1_Incr_0,712,3.14159,3.09173,0.698132,0.372228,0.46295,3.14159,3.09173,0.698132,4.46271,7.68097e-08,0.0836195,0.344696,0.354693,7.68097e-08,0.0836195,0.344696,0.0
1271,x_plane_Step_1_Incr_0,713,3.14159,3.19146,0.698132,0.372228,0.46295,3.14159,3.19146,0.698132,4.53237,8.1882e-08,-0.0836214,0.344695,0.354693,8.1882e-08,-0.0836214,0.344695,0.0
1272,x_plane_Step_1_Incr_0,714,3.14159,0.997331,0.0,0.62843,0.43219,3.14159,0.997331,0.0,3.2961,-2.04339e-07,0.625761,0.0207297,0.626105,-2.04339e-07,0.625761,0.0207297,0.0
1273,x_plane_Step_1_Incr_0,715,3.14159,1.09706,0.0997331,0.660402,0.471744,3.14159,1.09706,0.0997331,3.32913,-1.02689e-07,0.656336,0.0440338,0.657812,-1.02689e-07,0.656336,0.0440338,0.0
1274,x_plane_Step_1_Incr_0,716,3.14159,1.1968,0.199466,0.69563,0.513143,3.14159,1.1968,0.199466,3.36775,-4.93254e-08,0.686888,0.0922344,0.693053,-4.93254e-08,0.686888,0.0922344,0.0
1275,x_plane_Step_1_Incr_0,717,3.14159,1.29653,0.299199,0.734589,0.563717,3.14159,1.29653,0.299199,3.41176,-1.51417e-08,0.717526,0.145011,0.732033,-1.51417e-08,0.717526,0.145011,0.0
1276,x_plane_Step_1_Incr_0,718,3.14159,1.39626,0.398932,0.776083,0.614067,3.14159,1.39626,0.398932,3.46097,2.34862e-09,0.746987,0.201394,0.77366,2.34862e-09,0.746987,0.201394,0.0
1277,x_plane_Step_1_Incr_0,719,3.14159,1.496,0.498666,0.817057,0.669367,3.14159,1.496,0.498666,3.51515,-5.12325e-09,0.773018,0.257911,0.814908,-5.12325e-09,0.773018,0.257911,0.0
1278,x_plane_Step_1_Incr_0,720,3.14159,1.59573,0.598399,0.85271,0.741837,3.14159,1.59573,0.598399,3.57408,-3.2169e-08,0.792406,0.310509,0.851071,-3.2169e-08,0.792406,0.310509,0.0
1279,x_plane_Step_1_Incr_0,721,3.14159,1.69546,0.698132,0.87379,0.792708,3.14159,1.69546,0.698132,3.63753,-3.61801e-08,0.800859,0.347129,0.872853,-3.61801e-08,0.800859,0.347129,0.0
1280,x_plane_Step_1_Incr_0,722,3.14159,1.7952,0.797865,0.868744,0.843202,3.14159,1.7952,0.797865,3.70526,-2.62684e-09,0.792286,0.355661,0.868454,-2.62684e-09,0.792286,0.355661,0.0
1281,x_plane_Step_1_Incr_0,723,3.14159,1.89493,0.897598,0.825787,0.834012,3.14159,1.89493,0.897598,3.77704,5.43658e-08,0.762646,0.314369,0.824898,5.43658e-08,0.762646,0.314369,0.0
1282,x_plane_Step_1_Incr_0,724,3.14159,1.99466,0.997331,0.743895,0.661988,3.14159,1.99466,0.997331,3.85266,9.42612e-08,0.709895,0.2063,0.739263,9.42612e-08,0.709895,0.2063,0.0
1283,x_plane_Step_1_Incr_0,725,3.14159,2.0944,1.09706,0.653981,0.406056,3.14159,2.0944,1.09706,3.93188,9.1813e-08,0.643075,0.0415066,0.644413,9.1813e-08,0.643075,0.0415066,0.0
1284,x_plane_Step_1_Incr_0,726,3.14159,2.19413,1.1968,0.501097,2.24742,3.14159,2.19413,1.1968,4.01449,8.62961e-08,0.476309,-0.108915,0.488603,8.62961e-08,0.476309,-0.108915,0.0
1285,x_plane_Step_1_Incr_0,727,3.14159,2.29386,1.29653,0.270416,3.52436,3.14159,2.29386,1.29653,4.10029,7.47093e-08,0.0626268,-0.158898,0.170794,7.47093e-08,0.0626268,-0.158898,0.0
1286,x_plane_Step_1_Incr_0,728,3.14159,2.39359,1.29653,0.261088,3.46911,3.14159,2.39359,1.29653,4.15691,7.45813e-08,-0.00497559,-0.16975,0.169823,7.45813e-08,-0.00497559,-0.16975,1.0
1292,x_plane_Step_1_Incr_0,729,3.14159,2.49333,1.1968,0.342689,3.92122,3.14159,2.49333,1.1968,4.18552,6.9659e-08,0.306472,-0.0961419,0.321198,6.9659e-08,0.306472,-0.0961419,1.0
1298,x_plane_Step_1_Incr_0,730,3.14159,2.59306,1.09706,0.550466,2.54207,3.14159,2.59306,1.09706,4.21866,7.09459e-08,0.544073,0.0226616,0.544545,7.09459e-08,0.544073,0.0226616,1.0
1304,x_plane_Step_1_Incr_0,731,3.14159,2.69279,0.997331,0.626698,1.14499,3.14159,2.69279,0.997331,4.25622,6.47372e-08,0.603073,0.150559,0.621582,6.47372e-08,0.603073,0.150559,1.0
1310,x_plane_Step_1_Incr_0,732,3.14159,2.79253,0.897598,0.575542,0.350442,3.14159,2.79253,0.897598,4.29808,6.69709e-08,0.520039,0.233365,0.569999,6.69709e-08,0.520039,0.233365,0.0
1311,x_plane_Step_1_Incr_0,733,3.14159,2.89226,0.797865,0.470928,0.294034,3.14159,2.89226,0.797865,4.34412,6.46947e-08,0.384426,0.260224,0.464219,6.46947e-08,0.384426,0.260224,0.0
1312,x_plane_Step_1_Incr_0,734,3.14159,2.99199,0.698132,0.374595,0.62045,3.14159,2.99199,0.698132,4.3942,5.78442e-08,0.236561,0.271879,0.360387,5.78442e-08,0.236561,0.271879,0.0
1313,x_plane_Step_1_Incr_0,735,3.14159,3.09173,0.598399,0.313924,0.371916,3.14159,3.09173,0.598399,4.4482,7.51616e-08,0.0808094,0.282387,0.293722,7.51616e-08,0.0808094,0.282387,0.0
1314,x_plane_Step_1_Incr_0,736,3.14159,3.19146,0.598399,0.313924,0.371915,3.14159,3.19146,0.598399,4.51809,8.18782e-08,-0.0808112,0.282386,0.293722,8.18782e-08,-0.0808112,0.282386,0.0
1315,x_plane_Step_1_Incr_0,737,3.14159,1.09706,0.0,0.658205,0.467204,3.14159,1.09706,0.0,3.32764,-2.09127e-07,0.655638,0.0215299,0.655991,-2.09127e-07,0.655638,0.0215299,0.0
1316,x_plane_Step_1_Incr_0,738,3.14159,1.1968,0.0997331,0.688742,0.502842,3.14159,1.1968,0.0997331,3.36331,-1.00912e-07,0.684686,0.0458577,0.68622,-1.00912e-07,0.684686,0.0458577,0.0
1317,x_plane_Step_1_Incr_0,739,3.14159,1.29653,0.199466,0.722693,0.547297,3.14159,1.29653,0.199466,3.40447,-3.98437e-08,0.713778,0.0958556,0.720186,-3.98437e-08,0.713778,0.0958556,0.0
1318,x_plane_Step_1_Incr_0,740,3.14159,1.39626,0.299199,0.760122,0.595006,3.14159,1.39626,0.299199,3.4509,-1.41362e-08,0.742714,0.149959,0.757701,-1.41362e-08,0.742714,0.149959,0.0
1319,x_plane_Step_1_Incr_0,741,3.14159,1.496,0.398932,0.798982,0.639401,3.14159,1.496,0.398932,3.50239,4.75461e-09,0.76952,0.206469,0.796737,4.75461e-09,0.76952,0.206469,0.0
1320,x_plane_Step_1_Incr_0,742,3.14159,1.59573,0.498666,0.836026,0.70127,3.14159,1.59573,0.498666,3.55874,-1.42422e-08,0.792163,0.261297,0.834145,-1.42422e-08,0.792163,0.261297,0.0
1321,x_plane_Step_1_Incr_0,743,3.14159,1.69546,0.598399,0.864574,0.754392,3.14159,1.69546,0.598399,3.61971,-2.8195e-08,0.806354,0.308435,0.86333,-2.8195e-08,0.806354,0.308435,0.0
1322,x_plane_Step_1_Incr_0,744,3.14159,1.7952,0.698132,0.876439,0.800952,3.14159,1.7952,0.698132,3.68507,-2.72708e-08,0.808595,0.336572,0.875846,-2.72708e-08,0.808595,0.336572,0.0
1323,x_plane_Step_1_Incr_0,745,3.14159,1.89493,0.797865,0.859733,0.830428,3.14159,1.89493,0.797865,3.75459,1.84576e-08,0.793182,0.331007,0.859479,1.84576e-08,0.793182,0.331007,0.0
1324,x_plane_Step_1_Incr_0,746,3.14159,1.99466,0.897598,0.805884,0.764826,3.14159,1.99466,0.897598,3.82805,7.11203e-08,0.756663,0.27259,0.804267,7.11203e-08,0.756663,0.27259,0.0
1325,x_plane_Step_1_Incr_0,747,3.14159,2.0944,0.997331,0.724869,0.522554,3.14159,2.0944,0.997331,3.90522,9.3152e-08,0.703295,0.149576,0.719024,9.3152e-08,0.703295,0.149576,0.0
1326,x_plane_Step_1_Incr_0,748,3.14159,2.19413,1.09706,0.645866,0.608934,3.14159,2.19413,1.09706,3.98589,8.85516e-08,0.636328,-0.013308,0.636467,8.85516e-08,0.636328,-0.013308,0.0
1327,x_plane_Step_1_Incr_0,749,3.14159,2.29386,1.1968,0.44628,2.96981,3.14159,2.29386,1.1968,4.06986,7.92044e-08,0.413296,-0.125069,0.431805,7.92044e-08,0.413296,-0.125069,0.0
1328,x_plane_Step_1_Incr_0,750,3.14159,2.39359,1.1968,0.391328,3.50248,3.14159,2.39359,1.1968,4.12689,7.48171e-08,0.352407,-0.122671,0.373148,7.48171e-08,0.352407,-0.122671,1.0
1334,x_plane_Step_1_Incr_0,751,3.14159,2.49333,1.09706,0.58316,2.16192,3.14159,2.49333,1.09706,4.15811,7.70337e-08,0.57562,-0.0323116,0.576526,7.70337e-08,0.57562,-0.0323116,1.0
1340,x_plane_Step_1_Incr_0,752,3.14159,2.59306,0.997331,0.660326,0.851935,3.14159,2.59306,0.997331,4.19383,7.2921e-08,0.650146,0.0848874,0.655665,7.2921e-08,0.650146,0.0848874,1.0
1346,x_plane_Step_1_Incr_0,753,3.14159,2.69279,0.897598,0.631428,0.320842,3.14159,2.69279,0.897598,4.23396,6.61494e-08,0.60199,0.176735,0.627398,6.61494e-08,0.60199,0.176735,0.0
1347,x_plane_Step_1_Incr_0,754,3.14159,2.79253,0.797865,0.54662,0.143511,3.14159,2.79253,0.797865,4.27836,7.03077e-08,0.494104,0.222481,0.541883,7.03077e-08,0.494104,0.222481,0.0
1348,x_plane_Step_1_Incr_0,755,3.14159,2.89226,0.698132,0.436624,0.222055,3.14159,2.89226,0.698132,4.32691,6.81874e-08,0.366122,0.225933,0.430222,6.81874e-08,0.366122,0.225933,0.0
1349,x_plane_Step_1_Incr_0,756,3.14159,2.99199,0.598399,0.334593,0.487663,3.14159,2.99199,0.598399,4.37946,6.1601e-08,0.228046,0.225209,0.320506,6.1601e-08,0.228046,0.225209,0.0
1350,x_plane_Step_1_Incr_0,757,3.14159,3.09173,0.498666,0.264293,0.296377,3.14159,3.09173,0.498666,4.43588,8.0624e-08,0.0789604,0.227477,0.240792,8.0624e-08,0.0789604,0.227477,0.0
1351,x_plane_Step_1_Incr_0,758,3.14159,3.19146,0.498666,0.264293,0.296376,3.14159,3.19146,0.498666,4.50596,8.81896e-08,-0.0789621,0.227477,0.240792,8.81896e-08,-0.0789621,0.227477,0.0
1352,x_plane_Step_1_Incr_0,759,3.14159,1.1968,0.0,0.686381,0.499283,3.14159,1.1968,0.0,3.36183,-2.15819e-07,0.683873,0.0224538,0.684241,-2.15819e-07,0.683873,0.0224538,0.0
1353,x_plane_Step_1_Incr_0,760,3.14159,1.29653,0.0997331,0.715474,0.538256,3.14159,1.29653,0.0997331,3.40008,-9.91222e-08,0.711397,0.0477006,0.712994,-9.91222e-08,0.711397,0.0477006,0.0
1354,x_plane_Step_1_Incr_0,761,3.14159,1.39626,0.199466,0.74809,0.582084,3.14159,1.39626,0.199466,3.44368,-3.99008e-08,0.738995,0.0995174,0.745666,-3.99008e-08,0.738995,0.0995174,0.0
1355,x_plane_Step_1_Incr_0,762,3.14159,1.496,0.299199,0.783219,0.623519,3.14159,1.496,0.299199,3.49244,-1.5182e-08,0.765493,0.154493,0.780927,-1.5182e-08,0.765493,0.154493,0.0
1356,x_plane_Step_1_Incr_0,763,3.14159,1.59573,0.398932,0.819337,0.669793,3.14159,1.59573,0.398932,3.54614,-3.37095e-09,0.78975,0.210463,0.817312,-3.37095e-09,0.78975,0.210463,0.0
1357,x_plane_Step_1_Incr_0,764,3.14159,1.69546,0.498666,0.851032,0.722168,3.14159,1.69546,0.498666,3.60456,-1.75513e-08,0.807638,0.263074,0.849404,-1.75513e-08,0.807638,0.263074,0.0
1358,x_plane_Step_1_Incr_0,765,3.14159,1.7952,0.598399,0.872739,0.767384,3.14159,1.7952,0.598399,3.66748,-2.15288e-08,0.81709,0.304061,0.871831,-2.15288e-08,0.81709,0.304061,0.0
1359,x_plane_Step_1_Incr_0,766,3.14159,1.89493,0.698132,0.87408,0.80364,3.14159,1.89493,0.698132,3.73467,-1.04411e-08,0.811981,0.322703,0.873756,-1.04411e-08,0.811981,0.322703,0.0
1360,x_plane_Step_1_Incr_0,767,3.14159,1.99466,0.797865,0.846029,0.795711,3.14159,1.99466,0.797865,3.8059,3.79726e-08,0.789704,0.302494,0.845656,3.79726e-08,0.789704,0.302494,0.0
1361,x_plane_Step_1_Incr_0,768,3.14159,2.0944,0.897598,0.785206,0.669817,3.14159,2.0944,0.897598,3.88095,7.99689e-08,0.7485,0.228793,0.782687,7.99689e-08,0.7485,0.228793,0.0
