,Block Name,Point ID,CoordinateX,CoordinateY,CoordinateZ,Magnitude_Velocity_Dataset_V_MAG_N_1_1_0,Magnitude_Vorticity_Dataset_VORTICITY_MAG_N_1_1_0,Points_0,Points_1,Points_2,Points_Magnitude,Result_0,Result_1,Result_2,Result_Magnitude,X_Component_Velocity_Dataset_V_X_N_1_1_0,Y_Component_Velocity_Dataset_V_Y_N_1_1_0,Z_Component_Velocity_Dataset_V_Z_N_1_1_0,Vortex
6185,x_plane_Step_1_Incr_0,3757,3.14159,3.49066,2.49333,0.451314,0.472686,3.14159,3.49066,2.49333,5.31705,-1.28887e-07,0.316077,-0.302819,0.437726,-1.28887e-07,0.316077,-0.302819,0.0
6186,x_plane_Step_1_Incr_0,3758,3.14159,3.59039,2.39359,0.542496,0.569091,3.14159,3.59039,2.39359,5.33759,-9.98086e-08,0.38181,-0.36909,0.531042,-9.98086e-08,0.38181,-0.36909,0.0
6187,x_plane_Step_1_Incr_0,3759,3.14159,3.69013,2.19413,0.70054,0.774238,3.14159,3.69013,2.19413,5.31985,-1.07124e-07,0.436356,-0.534735,0.69018,-1.07124e-07,0.436356,-0.534735,0.0
6188,x_plane_Step_1_Incr_0,3760,3.14159,3.69013,2.29386,0.63826,0.652779,3.14159,3.69013,2.29386,5.36176,-1.0433e-07,0.441043,-0.447366,0.628216,-1.0433e-07,0.441043,-0.447366,0.0
6189,x_plane_Step_1_Incr_0,3761,3.14159,4.18879,1.7952,0.763231,1.24654,3.14159,4.18879,1.7952,5.53519,7.08744e-08,0.51254,-0.561871,0.760523,7.08744e-08,0.51254,-0.561871,0.0
6190,x_plane_Step_1_Incr_0,3762,3.14159,4.28852,1.69546,0.602504,0.780042,3.14159,4.28852,1.69546,5.57993,1.05066e-07,0.448129,-0.388491,0.59308,1.05066e-07,0.448129,-0.388491,0.0
6191,x_plane_Step_1_Incr_0,3763,3.14159,4.38826,1.59573,0.414158,0.64543,3.14159,4.38826,1.59573,5.62786,1.14081e-07,0.355446,-0.178115,0.397576,1.14081e-07,0.355446,-0.178115,0.0
6192,x_plane_Step_1_Incr_0,3764,3.14159,4.48799,1.496,0.220019,3.02412,3.14159,4.48799,1.496,5.67888,1.16249e-07,0.0541512,-0.0564503,0.0782239,1.16249e-07,0.0541512,-0.0564503,0.0
6193,x_plane_Step_1_Incr_0,3765,3.14159,4.58772,1.39626,0.389931,1.63058,3.14159,4.58772,1.39626,5.73292,1.1115e-07,-0.371275,-0.00299104,0.371287,1.1115e-07,-0.371275,-0.00299104,0.0
6194,x_plane_Step_1_Incr_0,3766,3.14159,4.68746,1.29653,0.576126,0.536992,3.14159,4.68746,1.29653,5.78989,1.3063e-07,-0.528785,0.195753,0.563855,1.3063e-07,-0.528785,0.195753,0.0
6195,x_plane_Step_1_Incr_0,3767,3.14159,4.78719,1.1968,0.728698,0.983837,3.14159,4.78719,1.1968,5.84971,9.28519e-08,-0.617712,0.379199,0.724817,9.28519e-08,-0.617712,0.379199,0.0
6196,x_plane_Step_1_Incr_0,3768,3.14159,4.88692,1.09706,0.829205,1.08475,3.14159,4.88692,1.09706,5.91229,1.44e-08,-0.675086,0.480373,0.828553,1.44e-08,-0.675086,0.480373,0.0
6197,x_plane_Step_1_Incr_0,3769,3.14159,4.98666,0.997331,0.861989,1.00073,3.14159,4.98666,0.997331,5.97754,-3.72848e-08,-0.697468,0.50444,0.860768,-3.72848e-08,-0.697468,0.50444,0.0
6198,x_plane_Step_1_Incr_0,3770,3.14159,5.08639,0.897598,0.844926,0.884213,3.14159,5.08639,0.897598,6.04538,-5.51008e-08,-0.69564,0.474505,0.842063,-5.51008e-08,-0.69564,0.474505,0.0
6199,x_plane_Step_1_Incr_0,3771,3.14159,5.18612,0.797865,0.797175,0.730098,3.14159,5.18612,0.797865,6.11572,-6.48446e-08,-0.675709,0.41575,0.793367,-6.48446e-08,-0.675709,0.41575,0.0
6200,x_plane_Step_1_Incr_0,3772,3.14159,5.28586,0.698132,0.735761,0.655645,3.14159,5.28586,0.698132,6.18848,-7.14521e-08,-0.643553,0.347593,0.731424,-7.14521e-08,-0.643553,0.347593,0.0
6201,x_plane_Step_1_Incr_0,3773,3.14159,5.38559,0.598399,0.671642,0.571024,3.14159,5.38559,0.598399,6.26357,-6.47077e-08,-0.605466,0.279935,0.667048,-6.47077e-08,-0.605466,0.279935,0.0
6202,x_plane_Step_1_Incr_0,3774,3.14159,5.48532,0.498666,0.609869,0.487555,3.14159,5.48532,0.498666,6.3409,-8.63936e-08,-0.564457,0.218789,0.605376,-8.63936e-08,-0.564457,0.218789,0.0
6203,x_plane_Step_1_Incr_0,3775,3.14159,6.18345,1.09706,0.701951,1.1467,3.14159,6.18345,1.09706,7.02198,-1.71659e-07,-0.09086,0.682052,0.688077,-1.71659e-07,-0.09086,0.682052,0.0
6204,x_plane_Step_1_Incr_0,3776,3.14159,6.28319,1.09706,0.696738,1.14701,3.14159,6.28319,1.09706,7.10996,-3.40372e-07,-0.0451482,0.6825,0.683992,-3.40372e-07,-0.0451482,0.6825,0.0
6205,x_plane_Step_1_Incr_0,3777,3.14159,6.08372,0.997331,0.632058,0.794592,3.14159,6.08372,0.997331,6.91924,-2.09517e-07,-0.180606,0.5877,0.614825,-2.09517e-07,-0.180606,0.5877,0.0
6206,x_plane_Step_1_Incr_0,3778,3.14159,5.98399,0.897598,0.577652,0.65471,3.14159,5.98399,0.897598,6.81787,-2.18194e-07,-0.26739,0.494559,0.562216,-2.18194e-07,-0.26739,0.494559,0.0
6207,x_plane_Step_1_Incr_0,3779,3.14159,5.88425,0.797865,0.548343,0.59648,3.14159,5.88425,0.797865,6.71793,-1.84601e-07,-0.346444,0.408185,0.535386,-1.84601e-07,-0.346444,0.408185,0.0
6208,x_plane_Step_1_Incr_0,3780,3.14159,5.78452,0.698132,0.542403,0.544739,3.14159,5.78452,0.698132,6.61949,-1.85045e-07,-0.415185,0.333524,0.532557,-1.85045e-07,-0.415185,0.333524,0.0
6209,x_plane_Step_1_Incr_0,3781,3.14159,5.68479,0.598399,0.552532,0.499151,3.14159,5.68479,0.598399,6.52261,-1.55753e-07,-0.473864,0.269804,0.54529,-1.55753e-07,-0.473864,0.269804,0.0
6210,x_plane_Step_1_Incr_0,3782,3.14159,5.58505,0.498666,0.570469,0.464208,3.14159,5.58505,0.498666,6.42737,-1.19621e-07,-0.522514,0.215651,0.565266,-1.19621e-07,-0.522514,0.215651,0.0
6211,x_plane_Step_1_Incr_0,3783,3.14159,0.997331,1.99466,0.601304,0.941046,3.14159,0.997331,1.99466,3.85266,1.10707e-07,-0.588486,0.044877,0.590195,1.10707e-07,-0.588486,0.044877,0.0
6212,x_plane_Step_1_Incr_0,3784,3.14159,0.897598,1.99466,0.575348,1.62507,3.14159,0.897598,1.99466,3.82805,1.0929e-07,-0.559098,0.0820427,0.565085,1.0929e-07,-0.559098,0.0820427,0.0
6213,x_plane_Step_1_Incr_0,3785,3.14159,0.897598,2.0944,0.679692,0.439481,3.14159,0.897598,2.0944,3.88095,1.04933e-07,-0.671586,-0.0239621,0.672014,1.04933e-07,-0.671586,-0.0239621,0.0
6214,x_plane_Step_1_Incr_0,3786,3.14159,0.997331,2.0944,0.685885,0.395136,3.14159,0.997331,2.0944,3.90522,1.06045e-07,-0.674219,-0.0711094,0.677959,1.06045e-07,-0.674219,-0.0711094,0.0
6215,x_plane_Step_1_Incr_0,3787,3.14159,3.29119,2.69279,0.277738,0.283261,3.14159,3.29119,2.69279,5.28703,-1.44691e-07,0.152447,-0.199595,0.251154,-1.44691e-07,0.152447,-0.199595,0.0
6216,x_plane_Step_1_Incr_0,3788,3.14159,3.39093,2.69279,0.332011,0.311919,3.14159,3.39093,2.69279,5.34968,-1.75811e-07,0.245801,-0.196019,0.31439,-1.75811e-07,0.245801,-0.196019,0.0
6217,x_plane_Step_1_Incr_0,3789,3.14159,3.49066,2.59306,0.415811,0.399154,3.14159,3.49066,2.59306,5.36454,-1.43816e-07,0.320802,-0.244003,0.403052,-1.43816e-07,0.320802,-0.244003,0.0
6218,x_plane_Step_1_Incr_0,3790,3.14159,3.59039,2.49333,0.499645,0.499887,3.14159,3.59039,2.49333,5.38305,-1.00572e-07,0.385656,-0.300839,0.489116,-1.00572e-07,0.385656,-0.300839,0.0
6219,x_plane_Step_1_Incr_0,3791,3.14159,3.69013,2.39359,0.586021,0.586056,3.14159,3.69013,2.39359,5.40518,-9.92788e-08,0.44336,-0.368708,0.576639,-9.92788e-08,0.44336,-0.368708,0.0
6220,x_plane_Step_1_Incr_0,3792,3.14159,3.78986,2.19413,0.733216,0.800993,3.14159,3.78986,2.19413,5.38951,-1.18963e-07,0.491168,-0.532582,0.724493,-1.18963e-07,0.491168,-0.532582,0.0
6221,x_plane_Step_1_Incr_0,3793,3.14159,3.78986,2.29386,0.676265,0.669922,3.14159,3.78986,2.29386,5.43088,-1.15015e-07,0.49592,-0.447237,0.667801,-1.15015e-07,0.49592,-0.447237,0.0
6222,x_plane_Step_1_Incr_0,3794,3.14159,4.08906,1.89493,0.848613,1.31179,3.14159,4.08906,1.89493,5.4937,-1.53116e-08,0.545184,-0.649104,0.84768,-1.53116e-08,0.545184,-0.649104,0.0
6223,x_plane_Step_1_Incr_0,3795,3.14159,4.18879,1.89493,0.832222,1.29522,3.14159,4.18879,1.89493,5.56833,9.66084e-09,0.565466,-0.60947,0.831387,9.66084e-09,0.565466,-0.60947,0.0
6224,x_plane_Step_1_Incr_0,3796,3.14159,4.28852,1.7952,0.724183,1.12619,3.14159,4.28852,1.7952,5.61104,8.50245e-08,0.518884,-0.4993,0.720098,8.50245e-08,0.518884,-0.4993,0.0
6225,x_plane_Step_1_Incr_0,3797,3.14159,4.38826,1.69546,0.551828,0.614933,3.14159,4.38826,1.69546,5.65694,1.06042e-07,0.442391,-0.309573,0.539949,1.06042e-07,0.442391,-0.309573,0.0
6226,x_plane_Step_1_Incr_0,3798,3.14159,4.48799,1.59573,0.349345,1.2428,3.14159,4.48799,1.59573,5.70596,1.19608e-07,0.314312,-0.10394,0.331052,1.19608e-07,0.314312,-0.10394,0.0
6227,x_plane_Step_1_Incr_0,3799,3.14159,4.58772,1.496,0.223171,3.19484,3.14159,4.58772,1.496,5.75802,9.61473e-08,-0.080583,-0.033165,0.0871409,9.61473e-08,-0.080583,-0.033165,0.0
6228,x_plane_Step_1_Incr_0,3800,3.14159,4.68746,1.39626,0.448849,0.820692,3.14159,4.68746,1.39626,5.81304,1.31346e-07,-0.425108,0.0690727,0.430683,1.31346e-07,-0.425108,0.0690727,0.0
6229,x_plane_Step_1_Incr_0,3801,3.14159,4.78719,1.29653,0.619173,0.734417,3.14159,4.78719,1.29653,5.87093,1.2767e-07,-0.540545,0.282053,0.609707,1.2767e-07,-0.540545,0.282053,0.0
6230,x_plane_Step_1_Incr_0,3802,3.14159,4.88692,1.1968,0.766578,1.0942,3.14159,4.88692,1.1968,5.93161,6.86546e-08,-0.620947,0.445713,0.764353,6.86546e-08,-0.620947,0.445713,0.0
6231,x_plane_Step_1_Incr_0,3803,3.14159,4.98666,1.09706,0.845961,1.1052,3.14159,4.98666,1.09706,5.99499,-6.15107e-09,-0.666368,0.520025,0.845265,-6.15107e-09,-0.666368,0.520025,0.0
6232,x_plane_Step_1_Incr_0,3804,3.14159,5.08639,0.997331,0.85985,1.00811,3.14159,5.08639,0.997331,6.06099,-5.21992e-08,-0.678519,0.52499,0.857906,-5.21992e-08,-0.678519,0.52499,0.0
6233,x_plane_Step_1_Incr_0,3805,3.14159,5.18612,0.897598,0.827678,0.852723,3.14159,5.18612,0.897598,6.12953,-6.55826e-08,-0.669639,0.480176,0.824005,-6.55826e-08,-0.669639,0.480176,0.0
6234,x_plane_Step_1_Incr_0,3806,3.14159,5.28586,0.797865,0.770002,0.709959,3.14159,5.28586,0.797865,6.20052,-7.25944e-08,-0.64356,0.414415,0.765447,-7.25944e-08,-0.64356,0.414415,0.0
6235,x_plane_Step_1_Incr_0,3807,3.14159,5.38559,0.698132,0.702647,0.634215,3.14159,5.38559,0.698132,6.27388,-7.57209e-08,-0.607455,0.343014,0.697611,-7.57209e-08,-0.607455,0.343014,0.0
6236,x_plane_Step_1_Incr_0,3808,3.14159,5.48532,0.598399,0.634585,0.545465,3.14159,5.48532,0.598399,6.34952,-8.25143e-08,-0.566039,0.275116,0.629356,-8.25143e-08,-0.566039,0.275116,0.0
6237,x_plane_Step_1_Incr_0,3809,3.14159,6.18345,1.1968,0.749454,1.38047,3.14159,6.18345,1.1968,7.03825,-1.38028e-07,-0.0909091,0.737191,0.742775,-1.38028e-07,-0.0909091,0.737191,0.0
6238,x_plane_Step_1_Incr_0,3810,3.14159,6.28319,1.1968,0.742521,1.39636,3.14159,6.28319,1.1968,7.12603,-2.73199e-07,-0.0460268,0.735532,0.73697,-2.73199e-07,-0.0460268,0.735532,0.0
6239,x_plane_Step_1_Incr_0,3811,3.14159,6.08372,1.09706,0.717032,1.14246,3.14159,6.08372,1.09706,6.93432,-1.63344e-07,-0.178215,0.681267,0.704191,-1.63344e-07,-0.178215,0.681267,0.0
6240,x_plane_Step_1_Incr_0,3812,3.14159,5.98399,0.997331,0.657128,0.802841,3.14159,5.98399,0.997331,6.83172,-2.07033e-07,-0.262634,0.585834,0.64201,-2.07033e-07,-0.262634,0.585834,0.0
6241,x_plane_Step_1_Incr_0,3813,3.14159,5.88425,0.897598,0.613231,0.67761,3.14159,5.88425,0.897598,6.73051,-2.1274e-07,-0.342552,0.492646,0.600035,-2.1274e-07,-0.342552,0.492646,0.0
6242,x_plane_Step_1_Incr_0,3814,3.14159,5.78452,0.797865,0.590022,0.610683,3.14159,5.78452,0.797865,6.63075,-1.77909e-07,-0.412328,0.407029,0.579385,-1.77909e-07,-0.412328,0.407029,0.0
6243,x_plane_Step_1_Incr_0,3815,3.14159,5.68479,0.698132,0.58652,0.569035,3.14159,5.68479,0.698132,6.53252,-1.53571e-07,-0.472251,0.333881,0.578357,-1.53571e-07,-0.472251,0.333881,0.0
6244,x_plane_Step_1_Incr_0,3816,3.14159,5.58505,0.598399,0.595184,0.524014,3.14159,5.58505,0.598399,6.43588,-1.14165e-07,-0.522754,0.271648,0.589122,-1.14165e-07,-0.522754,0.271648,0.0
6245,x_plane_Step_1_Incr_0,3817,3.14159,0.797865,1.99466,0.538563,2.3187,3.14159,0.797865,1.99466,3.8059,1.09963e-07,-0.520085,0.0956371,0.528805,1.09963e-07,-0.520085,0.0956371,0.0
6246,x_plane_Step_1_Incr_0,3818,3.14159,0.797865,2.0944,0.67251,0.664325,3.14159,0.797865,2.0944,3.8591,1.0368e-07,-0.665583,0.00230497,0.665587,1.0368e-07,-0.665583,0.00230497,0.0
6247,x_plane_Step_1_Incr_0,3819,3.14159,3.49066,2.69279,0.389877,0.344282,3.14159,3.49066,2.69279,5.41345,-1.45533e-07,0.325141,-0.192513,0.37786,-1.45533e-07,0.325141,-0.192513,0.0
6248,x_plane_Step_1_Incr_0,3820,3.14159,3.59039,2.59306,0.467695,0.427758,3.14159,3.59039,2.59306,5.42996,-1.047e-07,0.389372,-0.241541,0.458206,-1.047e-07,0.389372,-0.241541,0.0
6249,x_plane_Step_1_Incr_0,3821,3.14159,3.69013,2.49333,0.546029,0.523128,3.14159,3.69013,2.49333,5.45007,-9.17002e-08,0.44587,-0.30025,0.537541,-9.17002e-08,0.44587,-0.30025,0.0
6250,x_plane_Step_1_Incr_0,3822,3.14159,3.78986,2.39359,0.627759,0.608443,3.14159,3.78986,2.39359,5.47375,-1.09537e-07,0.497603,-0.369716,0.619918,-1.09537e-07,0.497603,-0.369716,0.0
6251,x_plane_Step_1_Incr_0,3823,3.14159,3.88959,2.19413,0.763212,0.825954,3.14159,3.88959,2.19413,5.4601,-1.34819e-07,0.539066,-0.529943,0.755931,-1.34819e-07,0.539066,-0.529943,0.0
6252,x_plane_Step_1_Incr_0,3824,3.14159,3.88959,2.29386,0.711825,0.692084,3.14159,3.88959,2.29386,5.50094,-1.30984e-07,0.544142,-0.447775,0.704693,-1.30984e-07,0.544142,-0.447775,0.0
6253,x_plane_Step_1_Incr_0,3825,3.14159,4.08906,1.99466,0.861387,1.14733,3.14159,4.08906,1.99466,5.52889,-7.81145e-08,0.579208,-0.634873,0.859387,-7.81145e-08,0.579208,-0.634873,0.0
6254,x_plane_Step_1_Incr_0,3826,3.14159,4.18879,1.99466,0.859122,1.16255,3.14159,4.18879,1.99466,5.60306,-5.13827e-08,0.605295,-0.60776,0.857761,-5.13827e-08,0.605295,-0.60776,0.0
6255,x_plane_Step_1_Incr_0,3827,3.14159,4.28852,1.89493,0.809196,1.262,3.14159,4.28852,1.89493,5.64374,3.32281e-08,0.579634,-0.563096,0.808117,3.32281e-08,0.579634,-0.563096,0.0
6256,x_plane_Step_1_Incr_0,3828,3.14159,4.38826,1.7952,0.678956,0.987408,3.14159,4.38826,1.7952,5.68763,9.29124e-08,0.519135,-0.428175,0.67293,9.29124e-08,0.519135,-0.428175,0.0
6257,x_plane_Step_1_Incr_0,3829,3.14159,4.48799,1.69546,0.501487,0.464296,3.14159,4.48799,1.69546,5.73465,1.01462e-07,0.431898,-0.224515,0.486768,1.01462e-07,0.431898,-0.224515,0.0
6258,x_plane_Step_1_Incr_0,3830,3.14159,4.58772,1.59573,0.267689,2.10517,3.14159,4.58772,1.59573,5.78474,9.74242e-08,0.237173,-0.0440695,0.241232,9.74242e-08,0.237173,-0.0440695,0.0
6259,x_plane_Step_1_Incr_0,3831,3.14159,4.68746,1.496,0.258106,2.56544,3.14159,4.68746,1.496,5.8378,9.33565e-08,-0.212812,-0.00257066,0.212827,9.33565e-08,-0.212812,-0.00257066,0.0
6260,x_plane_Step_1_Incr_0,3832,3.14159,4.78719,1.39626,0.495891,0.454508,3.14159,4.78719,1.39626,5.89375,1.26037e-07,-0.453509,0.156809,0.479853,1.26037e-07,-0.453509,0.156809,0.0
6261,x_plane_Step_1_Incr_0,3833,3.14159,4.88692,1.29653,0.666206,0.907924,3.14159,4.88692,1.29653,5.95253,1.16667e-07,-0.549841,0.364041,0.659433,1.16667e-07,-0.549841,0.364041,0.0
6262,x_plane_Step_1_Incr_0,3834,3.14159,4.98666,1.1968,0.799136,1.17388,3.14159,4.98666,1.1968,6.01404,4.31372e-08,-0.61888,0.503663,0.797927,4.31372e-08,-0.61888,0.503663,0.0
6263,x_plane_Step_1_Incr_0,3835,3.14159,5.08639,1.09706,0.856277,1.10844,3.14159,5.08639,1.09706,6.0782,-2.55804e-08,-0.651994,0.553516,0.855264,-2.55804e-08,-0.651994,0.553516,0.0
6264,x_plane_Step_1_Incr_0,3836,3.14159,5.18612,0.997331,0.852275,0.990473,3.14159,5.18612,0.997331,6.14493,-6.64223e-08,-0.655089,0.540709,0.849417,-6.64223e-08,-0.655089,0.540709,0.0
6265,x_plane_Step_1_Incr_0,3837,3.14159,5.28586,0.897598,0.806297,0.819144,3.14159,5.28586,0.897598,6.21414,-8.07167e-08,-0.639084,0.48407,0.801718,-8.07167e-08,-0.639084,0.48407,0.0
6266,x_plane_Step_1_Incr_0,3838,3.14159,5.38559,0.797865,0.739679,0.687439,3.14159,5.38559,0.797865,6.28576,-8.1765e-08,-0.6076,0.412317,0.734291,-8.1765e-08,-0.6076,0.412317,0.0
6267,x_plane_Step_1_Incr_0,3839,3.14159,5.48532,0.698132,0.666597,0.609734,3.14159,5.48532,0.698132,6.3597,-9.00265e-08,-0.567253,0.338867,0.660762,-9.00265e-08,-0.567253,0.338867,0.0
6268,x_plane_Step_1_Incr_0,3840,3.14159,6.18345,1.29653,0.730647,1.74007,3.14159,6.18345,1.29653,7.0559,-7.28286e-08,-0.0952298,0.72128,0.727539,-7.28286e-08,-0.0952298,0.72128,0.0
6269,x_plane_Step_1_Incr_0,3841,3.14159,6.28319,1.29653,0.72002,1.80332,3.14159,6.28319,1.29653,7.14346,-1.90808e-07,-0.0468448,0.716829,0.718359,-1.90808e-07,-0.0468448,0.716829,0.0
6270,x_plane_Step_1_Incr_0,3842,3.14159,6.08372,1.1968,0.766877,1.35278,3.14159,6.08372,1.1968,6.9508,-1.2477e-07,-0.176426,0.739997,0.760738,-1.2477e-07,-0.176426,0.739997,0.0
6271,x_plane_Step_1_Incr_0,3843,3.14159,5.98399,1.09706,0.738621,1.1262,3.14159,5.98399,1.09706,6.84699,-1.58538e-07,-0.258442,0.679747,0.72722,-1.58538e-07,-0.258442,0.679747,0.0
6272,x_plane_Step_1_Incr_0,3844,3.14159,5.88425,0.997331,0.687003,0.820916,3.14159,5.88425,0.997331,6.74453,-1.97109e-07,-0.336737,0.583853,0.674,-1.97109e-07,-0.336737,0.583853,0.0
6273,x_plane_Step_1_Incr_0,3845,3.14159,5.78452,0.897598,0.65036,0.70061,3.14159,5.78452,0.897598,6.64349,-1.94401e-07,-0.409048,0.491247,0.639253,-1.94401e-07,-0.409048,0.491247,0.0
6274,x_plane_Step_1_Incr_0,3846,3.14159,5.68479,0.797865,0.630875,0.628864,3.14159,5.68479,0.797865,6.54393,-1.50887e-07,-0.470293,0.406974,0.621935,-1.50887e-07,-0.470293,0.406974,0.0
6275,x_plane_Step_1_Incr_0,3847,3.14159,5.58505,0.698132,0.628048,0.590357,3.14159,5.58505,0.698132,6.44592,-1.16034e-07,-0.522675,0.335745,0.621219,-1.16034e-07,-0.522675,0.335745,0.0
6276,x_plane_Step_1_Incr_0,3848,3.14159,0.698132,1.99466,0.49629,2.93948,3.14159,0.698132,1.99466,3.78625,1.12723e-07,-0.479731,0.0839084,0.487014,1.12723e-07,-0.479731,0.0839084,1.0
6282,x_plane_Step_1_Incr_0,3849,3.14159,0.698132,2.0944,0.659353,1.0237,3.14159,0.698132,2.0944,3.83972,1.05424e-07,-0.653278,0.00327292,0.653286,1.05424e-07,-0.653278,0.00327292,1.0
6288,x_plane_Step_1_Incr_0,3850,3.14159,3.59039,2.69279,0.444971,0.377399,3.14159,3.59039,2.69279,5.47829,-1.05523e-07,0.39285,-0.190004,0.436385,-1.05523e-07,0.39285,-0.190004,0.0
6289,x_plane_Step_1_Incr_0,3851,3.14159,3.69013,2.59306,0.516006,0.453389,3.14159,3.69013,2.59306,5.49642,-8.28924e-08,0.448023,-0.240608,0.508543,-8.28924e-08,0.448023,-0.240608,0.0
6290,x_plane_Step_1_Incr_0,3852,3.14159,3.78986,2.49333,0.589799,0.548935,3.14159,3.78986,2.49333,5.51809,-9.78283e-08,0.498769,-0.301358,0.582741,-9.78283e-08,0.498769,-0.301358,0.0
6291,x_plane_Step_1_Incr_0,3853,3.14159,3.88959,2.39359,0.666837,0.629584,3.14159,3.88959,2.39359,5.54327,-1.24356e-07,0.545478,-0.371949,0.660221,-1.24356e-07,0.545478,-0.371949,0.0
6292,x_plane_Step_1_Incr_0,3854,3.14159,3.98932,2.19413,0.790029,0.852074,3.14159,3.98932,2.19413,5.53159,-1.37853e-07,0.580951,-0.526482,0.78402,-1.37853e-07,0.580951,-0.526482,0.0
6293,x_plane_Step_1_Incr_0,3855,3.14159,3.98932,2.29386,0.744724,0.717986,3.14159,3.98932,2.29386,5.5719,-1.37684e-07,0.58691,-0.448558,0.738693,-1.37684e-07,0.58691,-0.448558,0.0
6294,x_plane_Step_1_Incr_0,3856,3.14159,4.08906,2.0944,0.846889,1.02901,3.14159,4.08906,2.0944,5.56565,-1.10879e-07,0.602554,-0.589842,0.843199,-1.10879e-07,0.602554,-0.589842,0.0
6295,x_plane_Step_1_Incr_0,3857,3.14159,4.18879,2.0944,0.856346,1.04336,3.14159,4.18879,2.0944,5.63933,-8.93775e-08,0.632084,-0.573824,0.8537,-8.93775e-08,0.632084,-0.573824,0.0
6296,x_plane_Step_1_Incr_0,3858,3.14159,4.28852,1.99466,0.851079,1.17288,3.14159,4.28852,1.99466,5.678,-2.16841e-08,0.625505,-0.575765,0.850154,-2.16841e-08,0.625505,-0.575765,0.0
6297,x_plane_Step_1_Incr_0,3859,3.14159,4.38826,1.89493,0.778804,1.19433,3.14159,4.38826,1.89493,5.71989,5.23409e-08,0.587281,-0.508709,0.77697,5.23409e-08,0.587281,-0.508709,0.0
6298,x_plane_Step_1_Incr_0,3860,3.14159,4.48799,1.7952,0.630147,0.829496,3.14159,4.48799,1.7952,5.76493,9.66515e-08,0.513812,-0.349972,0.621677,9.66515e-08,0.513812,-0.349972,0.0
6299,x_plane_Step_1_Incr_0,3861,3.14159,4.58772,1.69546,0.451108,0.583328,3.14159,4.58772,1.69546,5.81304,1.00591e-07,0.411681,-0.136328,0.433666,1.00591e-07,0.411681,-0.136328,0.0
6300,x_plane_Step_1_Incr_0,3862,3.14159,4.68746,1.59573,0.225036,2.98077,3.14159,4.68746,1.59573,5.86415,8.44326e-08,0.118223,-0.00447922,0.118308,8.44326e-08,0.118223,-0.00447922,0.0
6301,x_plane_Step_1_Incr_0,3863,3.14159,4.78719,1.496,0.335291,1.63967,3.14159,4.78719,1.496,5.91817,1.21867e-07,-0.311882,0.0477295,0.315514,1.21867e-07,-0.311882,0.0477295,0.0
6302,x_plane_Step_1_Incr_0,3864,3.14159,4.88692,1.39626,0.542315,0.548829,3.14159,4.88692,1.39626,5.97505,1.24719e-07,-0.468415,0.2463,0.529222,1.24719e-07,-0.468415,0.2463,0.0
6303,x_plane_Step_1_Incr_0,3865,3.14159,4.98666,1.29653,0.712262,1.04893,3.14159,4.98666,1.29653,6.03468,1.01983e-07,-0.554562,0.4398,0.707787,1.01983e-07,-0.554562,0.4398,0.0
6304,x_plane_Step_1_Incr_0,3866,3.14159,5.08639,1.1968,0.824541,1.21585,3.14159,5.08639,1.1968,6.09699,2.2337e-08,-0.610694,0.552811,0.82374,2.2337e-08,-0.610694,0.552811,0.0
6305,x_plane_Step_1_Incr_0,3867,3.14159,5.18612,1.09706,0.86043,1.09269,3.14159,5.18612,1.09706,6.1619,-4.67987e-08,-0.631937,0.581638,0.858864,-4.67987e-08,-0.631937,0.581638,0.0
6306,x_plane_Step_1_Incr_0,3868,3.14159,5.28586,0.997331,0.839685,0.970935,3.14159,5.28586,0.997331,6.22933,-8.25834e-08,-0.626824,0.552852,0.835795,-8.25834e-08,-0.626824,0.552852,0.0
6307,x_plane_Step_1_Incr_0,3869,3.14159,5.38559,0.897598,0.781328,0.790383,3.14159,5.38559,0.897598,6.29919,-9.49072e-08,-0.604182,0.486558,0.775741,-9.49072e-08,-0.604182,0.486558,0.0
6308,x_plane_Step_1_Incr_0,3870,3.14159,5.48532,0.797865,0.706158,0.666008,3.14159,5.48532,0.797865,6.37142,-9.65965e-08,-0.567077,0.410047,0.699796,-9.65965e-08,-0.567077,0.410047,0.0
6309,x_plane_Step_1_Incr_0,3871,3.14159,6.18345,1.39626,0.609274,1.87785,3.14159,6.18345,1.39626,7.0749,2.0629e-08,-0.118345,0.585906,0.597738,2.0629e-08,-0.118345,0.585906,0.0
6310,x_plane_Step_1_Incr_0,3872,3.14159,6.28319,1.39626,0.581805,1.94389,3.14159,6.28319,1.39626,7.16223,-1.22717e-08,-0.0639076,0.567564,0.571151,-1.22717e-08,-0.0639076,0.567564,0.0
6311,x_plane_Step_1_Incr_0,3873,3.14159,6.08372,1.29653,0.75767,1.6374,3.14159,6.08372,1.29653,6.96866,-8.67029e-09,-0.183434,0.732539,0.755156,-8.67029e-09,-0.183434,0.732539,0.0
6312,x_plane_Step_1_Incr_0,3874,3.14159,5.98399,1.1968,0.789162,1.3251,3.14159,5.98399,1.1968,6.86367,-1.28851e-07,-0.254603,0.741253,0.78376,-1.28851e-07,-0.254603,0.741253,0.0
6313,x_plane_Step_1_Incr_0,3875,3.14159,5.88425,1.09706,0.763121,1.10656,3.14159,5.88425,1.09706,6.76,-1.45898e-07,-0.330681,0.676747,0.753218,-1.45898e-07,-0.330681,0.676747,0.0
